X,Y,DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radi,Error Semi,Error Se_1,Error Elli,Offset,Offset ori,GPE MSD,GPE U,Comment,X,Y
634476.14382779365,5338833.2040138096,84481,84481,Mk10,12:49:08 13-Apr-2015,Argos,B,-42.091068270000001,-73.373939510000000,1946,3817,991,60,,,,,,634476,5338833
635507.94525139336,5336387.2594810054,84481,84481,Mk10,19:30:23 13-Apr-2015,Argos,A,-42.112911220000001,-73.360900880000003,2112,178756,24,81,,,,,,635508,5336387
640294.43330650625,5338278.985913761,84481,84481,Mk10,21:07:17 13-Apr-2015,Argos,B,-42.095039370000002,-73.303482059999993,2258,6480,787,79,,,,,,640294,5338279
660922.64464481059,5354683.1259287558,84481,84481,Mk10,22:22:44 13-Apr-2015,Argos,B,-41.943420410000002,-73.058662409999997,6017,62401,580,75,,,,,,660923,5354683
661074.5785086141,5354741.9779342795,84481,84481,Mk10,22:23:08 13-Apr-2015,Argos,B,-41.942859650000003,-73.056846620000002,4536,47034,437,76,,,,,,661075,5354742
643506.06245304015,5297518.0458744634,84481,84481,Mk10,07:59:17 15-Apr-2015,Argos,0,-42.461391450000001,-73.254562379999996,1706,3396,857,89,,,,,,643506,5297518
643047.47172632511,5289278.2721354906,84481,84481,Mk10,09:14:25 15-Apr-2015,Argos,1,-42.535648350000002,-73.258079530000003,826,1419,480,51,,,,,,643047,5289278
643851.84362758789,5288922.6649916535,84481,84481,Mk10,09:44:44 15-Apr-2015,Argos,B,-42.538700100000000,-73.248199459999995,2880,3882,2136,87,,,,,,643852,5288923
648082.70031145669,5284979.0709825018,84481,84481,Mk10,10:53:22 15-Apr-2015,Argos,B,-42.573398589999996,-73.195678709999996,2426,22333,263,54,,,,,,648083,5284979
649750.16338652896,5283837.6397963371,84481,84481,Mk10,11:39:08 15-Apr-2015,Argos,B,-42.583351139999998,-73.175071720000005,1292,2387,699,61,,,,,,649750,5283838
644387.89098638727,5271783.3387632677,84481,84481,Mk10,13:21:54 15-Apr-2015,Argos,2,-42.692878720000003,-73.237327579999999,370,577,236,87,,,,,,644388,5271783
639083.53852737963,5238267.9551201193,84481,84481,Mk10,19:03:45 15-Apr-2015,Argos,A,-42.995540620000000,-73.293769839999996,915,3979,210,31,,,,,,639084,5238268
638954.77399700333,5231688.0206400305,84481,84481,Mk10,20:44:42 15-Apr-2015,Argos,B,-43.054790500000003,-73.293708800000005,3053,3847,2422,79,,,,,,638955,5231688
639026.19209245883,5228723.7171463836,84481,84481,Mk10,21:29:02 15-Apr-2015,Argos,B,-43.081459049999999,-73.292091369999994,2580,3299,2016,82,,,,,,639026,5228724
627794.63318697258,5221268.9186730674,84481,84481,Mk10,21:59:25 15-Apr-2015,Argos,2,-43.150539400000000,-73.428298949999999,458,2290,91,77,,,,,,627795,5221269
519415.16505281482,5094348.4244165057,84481,84481,Mk10,08:07:32 17-Apr-2015,Argos,B,-44.303859709999998,-74.756591799999995,2494,52148,119,80,,,,,,519415,5094348
517871.21469412785,5092326.6111870427,84481,84481,Mk10,09:17:52 17-Apr-2015,Argos,B,-44.322101590000003,-74.775878910000003,2991,7999,1118,93,,,,,,517871,5092327
516902.93662808259,5091007.6114983344,84481,84481,Mk10,10:03:09 17-Apr-2015,Argos,B,-44.333999630000001,-74.787979129999997,1251,27398,57,102,,,,,,516903,5091008
515391.83302966924,5090909.2278367868,84481,84481,Mk10,10:41:16 17-Apr-2015,Argos,B,-44.334918979999998,-74.806930539999996,1456,4857,436,99,,,,,,515392,5090909
514982.75104689732,5093677.0467079459,84481,84481,Mk10,10:58:47 17-Apr-2015,Argos,B,-44.310009000000001,-74.812141420000003,1557,4978,486,92,,,,,,514983,5093677
511900.82813801634,5097063.3412860082,84481,84481,Mk10,12:19:34 17-Apr-2015,Argos,B,-44.279579159999997,-74.850860600000004,1456,32645,64,89,,,,,,511901,5097063
509899.11405129475,5097483.1808366226,84481,84481,Mk10,13:58:54 17-Apr-2015,Argos,B,-44.275829320000000,-74.875953670000001,2871,8654,952,90,,,,,,509899,5097483
469139.95287968387,5103331.3701889552,84481,84481,Mk10,20:21:15 17-Apr-2015,Argos,A,-44.222591399999999,-75.386360170000003,1390,4005,482,151,,,,,,469140,5103331
462936.6995654112,5103241.6369381491,84481,84481,Mk10,22:02:11 17-Apr-2015,Argos,B,-44.223110200000001,-75.464027400000006,4446,6259,3157,106,,,,,,462937,5103242
463722.30394713377,5102675.2761549139,84481,84481,Mk10,22:22:17 17-Apr-2015,Argos,B,-44.228248600000001,-75.454231260000000,5034,14622,1733,100,,,,,,463722,5102675
325454.96618301759,5039456.2737007486,84481,84481,Mk10,07:44:11 19-Apr-2015,Argos,A,-44.776981350000000,-77.206062320000001,7813,21199,2879,140,,,,,,325455,5039456
320106.80901858979,5037965.017334789,84481,84481,Mk10,08:58:25 19-Apr-2015,Argos,B,-44.789070129999999,-77.274131769999997,16171,114060,2292,118,,,,,,320107,5037965
314556.83878168499,5037053.713239192,84481,84481,Mk10,10:34:56 19-Apr-2015,Argos,B,-44.795848849999999,-77.344566349999994,29779,80283,11045,109,,,,,,314557,5037054
307002.66918865882,5039031.7522358876,84481,84481,Mk10,10:59:15 19-Apr-2015,Argos,1,-44.776058200000001,-77.439239499999999,520,4247,63,98,,,,,,307003,5039032
267445.2860677939,5057581.5146857891,84481,84481,Mk10,20:07:46 19-Apr-2015,Argos,B,-44.597518919999999,-77.930168150000000,5183,29286,917,86,,,,,,267445,5057582
255970.80565011219,5056448.1624692697,84481,84481,Mk10,21:12:13 19-Apr-2015,Argos,B,-44.603908539999999,-78.075080869999994,6915,35213,1358,88,,,,,,255971,5056448
